duration,packet_size,failed_logins,request_rate,Attack_Label
993,997,0,78,0
229,620,1,209,0
142,771,6,240,1
924,834,7,186,1
552,486,5,252,0
269,1392,2,264,0
912,547,1,130,0
316,990,10,127,1
805,246,5,146,0
531,995,3,431,1
60,906,5,311,1
901,1197,6,284,1
316,762,0,127,0
356,198,10,326,1
704,1180,2,374,1
497,773,10,494,1
500,713,10,364,1
72,190,6,204,1
990,465,7,270,1
358,245,8,431,1
302,1347,6,83,1
314,141,4,95,0
208,638,5,421,1
334,430,4,218,0
825,191,1,290,0
649,1400,8,340,1
38,1268,4,408,1
16,213,5,307,1
162,114,5,220,0
576,1498,2,460,1
878,1418,4,208,0
589,1462,1,166,0
200,1468,1,369,1
207,1268,10,173,1
811,194,3,126,0
100,309,2,83,0
892,1206,4,316,1
265,721,6,112,1
82,700,9,263,1
292,1145,5,216,0
386,1349,0,322,1
918,453,3,205,0
832,1180,10,341,1
389,1359,9,332,1
213,860,1,321,1
543,520,3,58,0
231,578,0,326,1
598,1240,5,426,1
736,991,7,110,1
459,352,4,326,1
538,1177,0,64,0
781,377,0,343,1
529,1329,4,466,1
751,784,1,164,0
222,754,4,118,0
583,1045,7,241,1
773,263,10,142,1
375,1425,8,290,1
112,327,1,245,0
957,217,0,289,0
166,1430,5,179,0
21,982,4,66,0
741,1017,10,447,1
88,644,2,74,0
576,1318,6,290,1
621,838,6,477,1
164,883,9,15,1
945,56,10,364,1
837,507,2,245,0
860,1170,3,368,1
800,820,7,194,1
617,901,6,301,1
468,296,9,93,1
316,1445,0,239,0
672,494,9,50,1
335,378,8,156,1
654,1170,1,312,1
166,689,9,79,1
444,64,1,268,0
972,566,0,101,0
652,736,10,470,1
240,1463,8,277,1
915,1327,0,324,1
594,900,7,408,1
707,1150,0,118,0
706,485,8,33,1
870,930,2,369,1
238,398,1,267,0
230,230,5,348,1
645,1208,4,90,0
751,1454,10,225,1
992,612,0,14,0
846,910,10,369,1
304,413,6,2,1
836,732,6,292,1
410,378,1,13,0
274,617,6,459,1
520,1453,2,263,0
45,999,1,335,1
888,890,2,451,1
685,464,0,184,0
525,208,7,206,1
720,1265,6,101,1
109,624,9,449,1
523,327,5,253,0
759,78,9,148,1
124,736,10,218,1
784,1313,1,304,1
473,1459,8,497,1
220,792,8,174,1
210,247,2,477,1
143,514,10,38,1
531,536,3,305,1
441,1395,5,498,1
378,94,7,443,1
561,1471,4,382,1
863,1178,10,333,1
358,221,9,292,1
359,649,2,126,0
757,113,1,254,0
279,1381,0,60,0
665,238,10,397,1
929,760,7,269,1
166,521,8,110,1
18,524,4,400,1
800,155,8,429,1
740,1110,5,288,0
2,545,7,242,1
431,1228,10,57,1
1,1137,2,382,1
70,654,2,61,0
365,1311,10,30,1
899,1108,5,426,1
775,969,5,11,0
554,82,4,189,0
884,1230,0,40,0
855,290,8,159,1
42,218,4,489,1
489,746,3,264,0
257,1230,0,355,1
31,911,7,293,1
667,757,8,228,1
798,639,0,254,0
271,397,1,239,0
777,1253,10,117,1
193,1479,6,222,1
990,138,0,164,0
808,192,3,90,0
927,688,7,304,1
306,1008,7,96,1
245,834,2,213,0
844,1184,0,76,0
98,555,4,82,0
531,614,6,270,1
404,487,6,284,1
204,1486,5,336,1
190,1169,4,439,1
433,1341,8,170,1
201,1352,9,107,1
240,549,2,65,0
362,1250,1,53,0
153,1322,1,424,1
393,1163,5,410,1
568,689,3,167,0
769,326,4,214,0
336,1325,9,419,1
867,1239,3,40,0
435,1172,8,295,1
600,1279,5,61,0
947,1330,1,47,0
844,1144,1,215,0
602,955,10,281,1
933,589,4,56,0
901,987,10,1,1
535,367,0,18,0
883,733,8,254,1
357,615,4,158,0
300,912,3,341,1
640,464,6,337,1
290,687,1,395,1
828,694,7,212,1
916,611,4,133,0
401,457,8,313,1
938,1165,3,438,1
529,707,2,39,0
774,654,9,126,1
250,1195,5,54,0
884,552,2,210,0
67,1258,6,81,1
839,799,6,79,1
512,558,2,22,0
520,1372,2,303,1
172,825,1,311,1
992,1196,1,217,0
47,918,7,219,1
976,298,10,158,1
219,1372,7,391,1
702,902,7,112,1
345,755,6,472,1
408,1066,6,297,1
238,1439,4,209,0
14,1393,7,319,1
410,139,4,144,0
760,354,9,492,1
391,485,2,182,0
208,1215,9,494,1
941,1027,0,238,0
503,780,7,220,1
950,1150,1,49,0
418,1259,5,174,0
14,48,2,309,1
545,587,8,11,1
396,535,9,366,1
631,1378,8,301,1
315,331,9,249,1
51,702,0,254,0
49,1018,4,170,0
489,366,6,500,1
741,951,8,342,1
130,647,1,41,0
499,799,10,37,1
376,698,4,195,0
697,1065,5,99,0
525,865,10,247,1
765,518,10,424,1
65,223,1,490,1
698,1220,1,246,0
261,1164,0,165,0
32,1440,9,457,1
289,775,1,442,1
766,1224,7,27,1
355,589,8,404,1
361,213,3,39,0
138,1272,1,52,0
44,1275,9,375,1
321,1352,0,293,0
296,634,0,260,0
294,830,3,86,0
566,141,9,267,1
713,1151,6,272,1
770,990,5,104,0
587,526,4,461,1
286,108,7,46,1
236,325,5,345,1
668,73,8,14,1
720,239,5,324,1
807,1476,4,45,0
839,208,5,167,0
463,214,2,165,0
994,343,7,56,1
189,1095,3,48,0
468,125,0,241,0
219,29,1,84,0
358,447,9,464,1
683,724,1,165,0
283,668,6,198,1
28,752,10,20,1
938,535,8,454,1
685,865,1,213,0
758,857,9,10,1
694,1362,6,88,1
309,1018,9,24,1
74,1438,0,365,1
856,632,2,147,0
723,671,5,226,0
346,496,6,492,1
88,932,8,175,1
192,946,9,21,1
775,606,9,485,1
941,491,8,427,1
641,945,3,420,1
229,541,8,99,1
77,539,3,302,1
528,1215,3,421,1
509,1156,10,171,1
999,118,9,393,1
672,489,1,193,0
88,531,6,58,1
629,1343,5,115,0
430,1391,3,39,0
32,872,2,220,0
755,502,7,126,1
990,251,1,329,1
175,868,2,351,1
49,159,6,449,1
647,1237,7,367,1
265,497,8,484,1
738,1031,4,28,0
611,1303,6,299,1
747,1282,1,7,0
513,1239,8,81,1
856,657,6,284,1
508,1145,4,382,1
211,182,4,282,0
118,812,0,118,0
626,1006,0,387,1
355,1301,4,150,0
563,203,7,335,1
472,269,3,34,0
597,128,0,331,1
205,1462,3,9,0
285,967,7,380,1
703,791,6,437,1
404,1116,5,451,1
70,758,5,275,0
677,244,8,489,1
825,1311,6,6,1
571,1322,8,113,1
127,41,5,82,0
463,546,9,39,1
720,1192,8,116,1
243,983,6,174,1
429,881,8,367,1
48,242,3,470,1
512,73,1,292,0
939,99,5,259,0
184,1329,5,10,0
891,185,8,108,1
404,1329,7,202,1
645,257,4,260,0
54,412,7,108,1
35,1023,10,20,1
924,297,1,62,0
757,486,2,202,0
285,1394,1,35,0
860,504,6,170,1
803,1347,9,364,1
575,1401,2,22,0
930,1301,4,330,1
139,1148,8,54,1
15,1000,10,239,1
906,1492,3,341,1
700,1461,3,406,1
998,982,6,318,1
547,210,9,411,1
677,36,2,259,0
363,1177,7,18,1
123,658,2,107,0
917,600,1,386,1
603,1254,4,277,0
442,967,5,349,1
740,1270,5,339,1
381,156,8,73,1
916,682,2,306,1
681,940,6,473,1
954,1317,1,27,0
211,548,0,462,1
384,1273,3,439,1
362,1315,7,481,1
818,561,0,335,1
431,332,2,434,1
633,1393,9,2,1
854,878,5,133,0
581,1148,10,439,1
955,243,7,487,1
615,509,4,75,0
542,344,1,77,0
592,61,0,46,0
218,1381,10,353,1
100,471,4,101,0
822,1245,4,473,1
616,1294,8,348,1
919,741,6,286,1
583,1072,5,347,1
836,1196,5,288,0
215,362,1,406,1
302,1375,9,344,1
628,1323,5,143,0
471,1017,4,401,1
374,1307,7,212,1
816,892,3,351,1
226,748,0,176,0
296,358,9,379,1
834,1307,6,170,1
248,292,7,265,1
993,334,7,478,1
823,322,8,280,1
631,1117,7,62,1
282,792,2,332,1
655,770,4,309,1
112,478,1,248,0
283,65,1,206,0
544,786,4,324,1
968,1189,5,436,1
500,1212,2,85,0
83,1005,4,18,0
529,531,2,153,0
968,459,9,188,1
300,532,2,172,0
735,123,3,350,1
874,434,0,202,0
803,915,6,367,1
359,1132,9,212,1
161,1439,10,293,1
968,1230,1,440,1
618,1313,3,189,0
699,268,8,457,1
27,1326,5,185,0
944,634,1,68,0
28,270,2,328,1
781,875,6,221,1
735,1023,8,242,1
645,799,9,237,1
463,637,6,190,1
435,1091,9,252,1
378,316,10,222,1
983,1339,1,261,0
881,130,6,390,1
743,1265,3,188,0
568,1387,0,62,0
533,630,1,26,0
511,232,10,346,1
64,394,6,59,1
963,154,0,341,1
508,260,3,336,1
214,683,4,56,0
69,1331,7,185,1
970,416,1,347,1
149,842,3,118,0
771,266,10,204,1
553,113,9,395,1
860,1430,1,323,1
888,1278,9,316,1
476,157,0,343,1
428,275,7,230,1
163,1052,1,484,1
998,318,8,14,1
584,999,0,34,0
23,1300,4,346,1
824,483,9,386,1
913,1025,3,326,1
814,311,9,484,1
397,616,4,295,0
656,1382,10,167,1
969,1201,2,194,0
247,423,2,282,0
379,948,5,456,1
271,960,9,273,1
896,927,9,497,1
774,743,2,391,1
534,457,8,126,1
960,788,0,323,1
189,1180,7,267,1
531,524,9,130,1
415,991,5,322,1
384,556,5,276,0
202,782,1,46,0
57,32,9,241,1
513,535,5,248,0
338,468,4,9,0
389,1257,1,312,1
502,359,1,58,0
572,682,0,142,0
883,1330,9,136,1
977,751,10,353,1
339,963,7,453,1
930,389,4,171,0
773,302,7,159,1
413,1391,8,405,1
885,1003,5,194,0
156,1324,0,453,1
212,949,0,216,0
489,726,10,228,1
367,1044,9,14,1
336,196,10,413,1
700,697,8,375,1
371,119,5,370,1
996,869,4,238,0
823,695,5,314,1
350,1415,9,133,1
18,545,1,400,1
758,156,0,309,1
174,1142,2,114,0
32,177,10,62,1
528,479,10,99,1
605,1289,1,80,0
268,541,6,109,1
260,372,1,118,0
938,138,2,23,0
96,409,7,379,1
851,37,4,416,1
386,239,0,152,0
209,113,3,4,0
644,69,7,302,1
438,523,4,19,0
363,1122,3,4,0
7,93,1,489,1
540,1019,8,148,1
943,606,7,299,1
61,41,5,203,0
505,29,4,162,0
837,251,0,250,0
600,685,9,361,1
44,344,10,276,1
633,667,0,308,1
989,920,1,154,0
201,1233,2,254,0
388,1393,6,210,1
572,324,1,138,0
422,1286,8,494,1
324,281,8,140,1
96,698,8,297,1
208,615,0,486,1
618,1038,0,178,0
612,1105,5,96,0
743,1156,9,129,1
213,666,7,495,1
838,600,0,211,0
676,891,5,122,0
80,1269,5,209,0
785,1267,3,435,1
311,687,4,93,0
546,386,1,467,1
416,404,4,401,1
863,1040,8,499,1
364,72,6,56,1
405,90,4,170,0
654,799,7,185,1
303,29,1,201,0
929,783,8,232,1
608,102,7,306,1
95,928,4,152,0
304,246,0,468,1
837,801,1,331,1
18,344,4,24,0
377,684,0,483,1
313,1133,10,180,1
590,682,3,64,0
204,1202,9,284,1
542,877,2,281,0
114,1176,2,109,0
240,337,2,483,1
104,1486,0,296,0
188,561,5,18,0
605,76,6,399,1
939,1202,9,25,1
11,1339,1,224,0
829,1106,8,116,1
709,337,4,45,0
816,216,5,409,1
730,1145,9,292,1
648,1251,10,107,1
608,140,2,134,0
819,1051,5,368,1
48,876,1,325,1
676,1112,9,301,1
898,217,1,180,0
777,1472,3,123,0
961,740,4,37,0
495,1461,3,221,0
590,529,3,345,1
149,22,6,408,1
43,194,8,5,1
403,1135,5,21,0
966,1326,3,437,1
727,674,8,325,1
647,1078,0,166,0
613,541,9,245,1
749,883,5,382,1
481,62,3,402,1
206,947,8,336,1
985,1188,3,414,1
252,1437,3,329,1
675,583,10,118,1
973,1215,1,207,0
213,1061,0,31,0
496,211,10,248,1
15,137,4,134,0
846,1173,0,157,0
899,1246,1,92,0
587,75,1,37,0
565,1303,4,30,0
302,912,7,140,1
487,785,1,108,0
682,1108,6,180,1
723,1385,6,405,1
465,531,4,105,0
384,1446,1,441,1
752,625,1,10,0
569,1170,0,450,1
147,1187,10,218,1
595,698,2,356,1
4,681,8,293,1
257,241,4,466,1
651,1490,7,118,1
740,668,6,461,1
396,955,3,12,0
346,1118,5,70,0
969,1481,1,78,0
484,399,3,371,1
926,1095,1,424,1
447,63,1,94,0
915,914,1,226,0
737,1204,3,204,0
497,1289,4,75,0
504,1135,8,282,1
444,52,10,483,1
561,438,3,249,0
944,978,4,68,0
410,747,9,351,1
913,341,5,415,1
640,1037,6,125,1
588,1282,1,110,0
343,628,9,115,1
546,244,0,437,1
204,545,2,55,0
270,1184,9,96,1
752,1173,0,180,0
167,616,3,359,1
983,1329,7,203,1
734,1258,3,468,1
513,1180,6,1,1
480,418,8,199,1
242,897,6,386,1
682,672,9,233,1
224,146,4,487,1
669,1458,9,69,1
715,493,5,8,0
81,139,5,105,0
860,1446,7,127,1
716,516,1,228,0
989,653,0,304,1
755,1245,8,143,1
624,593,0,14,0
357,941,9,31,1
77,136,9,360,1
304,221,3,252,0
938,1255,2,190,0
136,1042,4,181,0
692,354,1,132,0
757,920,3,118,0
82,31,3,230,0
6,501,10,7,1
345,691,5,84,0
737,636,0,54,0
39,932,6,472,1
369,845,9,171,1
604,1302,7,189,1
992,722,0,471,1
804,958,9,445,1
700,1319,1,352,1
75,617,9,59,1
759,551,0,350,1
731,48,1,255,0
119,1325,10,371,1
824,1159,7,1,1
722,281,9,226,1
583,659,3,340,1
215,609,8,320,1
69,1058,9,393,1
415,126,5,5,0
801,354,10,114,1
628,40,1,83,0
354,956,4,73,0
713,1033,3,17,0
469,359,1,207,0
235,489,2,190,0
407,28,6,305,1
842,833,8,93,1
800,484,1,230,0
352,524,7,359,1
527,802,2,247,0
657,233,1,184,0
161,1475,5,444,1
658,992,0,38,0
30,996,3,192,0
460,462,9,355,1
348,682,3,480,1
759,662,7,334,1
584,191,0,130,0
805,645,8,352,1
11,441,0,171,0
792,142,3,172,0
577,1187,9,254,1
453,1483,7,361,1
59,1135,6,469,1
926,750,4,471,1
176,1187,10,99,1
848,1289,2,371,1
699,1113,5,230,0
140,654,5,229,0
926,1264,0,39,0
679,1437,6,277,1
883,921,8,412,1
131,530,6,49,1
411,1094,5,79,0
783,753,10,380,1
88,1237,9,19,1
771,1492,7,239,1
220,904,0,203,0
767,859,8,371,1
801,1382,8,411,1
3,1112,6,241,1
125,285,10,59,1
42,731,0,495,1
703,1223,3,414,1
56,1476,10,187,1
119,168,4,499,1
209,1451,8,393,1
375,1433,10,238,1
149,532,9,206,1
110,1192,8,340,1
998,1386,0,91,0
899,826,4,239,0
479,86,3,437,1
253,170,2,162,0
193,454,1,215,0
170,479,3,104,0
306,205,0,190,0
86,934,2,32,0
512,293,7,271,1
233,361,3,269,0
809,268,9,88,1
288,489,0,178,0
452,599,4,212,0
824,767,6,83,1
824,1124,9,360,1
33,790,1,465,1
792,348,9,404,1
90,1324,2,402,1
830,1386,7,399,1
951,1305,5,83,0
819,394,4,390,1
781,1405,9,326,1
760,1231,3,295,0
735,28,4,379,1
402,837,8,379,1
785,1372,8,484,1
20,1287,3,448,1
40,514,1,267,0
958,663,0,77,0
503,849,10,66,1
142,476,7,78,1
392,612,9,410,1
373,262,7,53,1
748,342,10,262,1
978,647,10,277,1
58,1261,1,482,1
103,220,10,23,1
857,238,0,226,0
320,313,9,249,1
523,379,4,462,1
366,67,8,140,1
773,1445,1,75,0
884,1095,0,369,1
222,1488,0,26,0
763,1011,6,481,1
452,1451,1,265,0
912,550,7,56,1
329,915,1,17,0
903,1274,4,122,0
961,1237,4,14,0
425,1487,9,108,1
54,889,6,56,1
830,838,1,70,0
125,758,4,25,0
897,441,1,126,0
28,959,10,480,1
983,69,4,424,1
607,802,2,457,1
837,868,3,249,0
309,1264,4,337,1
982,1007,3,437,1
331,479,1,159,0
155,332,5,341,1
950,868,5,452,1
541,920,8,416,1
256,391,6,13,1
41,93,6,400,1
94,1155,10,99,1
373,555,7,154,1
744,310,9,425,1
470,896,5,173,0
542,995,6,409,1
177,1041,4,454,1
12,157,0,463,1
368,120,8,48,1
973,1390,1,47,0
695,762,0,148,0
428,1069,9,157,1
225,682,7,462,1
415,1297,10,366,1
32,929,2,205,0
241,164,6,382,1
729,1321,10,478,1
214,745,8,177,1
981,216,1,39,0
265,594,9,388,1
38,746,9,286,1
638,1000,5,265,0
647,645,7,208,1
56,109,2,207,0
140,693,4,412,1
225,1367,5,283,0
525,251,6,223,1
784,1254,1,22,0
173,598,4,97,0
296,435,5,83,0
312,952,0,466,1
619,324,5,34,0
977,1004,6,91,1
101,121,5,320,1
655,282,10,74,1
509,876,6,318,1
570,1127,8,273,1
984,443,5,163,0
110,1091,0,442,1
396,369,8,117,1
73,82,6,25,1
894,1393,9,499,1
904,547,4,215,0
472,1122,9,23,1
711,632,2,89,0
804,156,1,439,1
671,210,5,26,0
698,988,6,464,1
414,386,0,369,1
416,859,7,210,1
880,972,2,166,0
428,428,1,98,0
229,899,3,374,1
185,114,8,57,1
383,203,1,275,0
389,71,0,353,1
136,687,5,347,1
516,206,10,326,1
159,1289,2,269,0
53,1226,7,251,1
533,623,8,51,1
71,1406,2,342,1
909,1258,0,310,1
442,1386,9,279,1
153,869,4,60,0
663,1441,0,375,1
801,1266,3,334,1
874,847,1,403,1
814,757,2,421,1
499,1438,2,128,0
533,936,0,161,0
324,627,5,106,0
684,1036,4,413,1
758,1402,4,116,0
919,1179,2,136,0
231,1480,9,277,1
377,936,1,492,1
128,1038,6,254,1
912,472,7,111,1
380,173,6,13,1
104,1184,5,108,0
204,1037,0,345,1
137,1422,0,16,0
464,568,9,352,1
312,817,4,31,0
743,895,5,498,1
315,402,6,342,1
247,418,9,438,1
334,661,3,153,0
13,1450,10,174,1
882,1066,9,276,1
82,623,7,363,1
572,1272,5,497,1
833,1042,7,491,1
251,53,10,165,1
22,646,0,19,0
444,760,2,153,0
830,382,3,377,1
721,562,1,92,0
342,560,4,78,0
375,848,10,286,1
442,978,8,442,1
466,1188,1,464,1
104,1358,9,116,1
839,252,0,317,1
341,1359,4,58,0
57,505,6,487,1
570,841,4,496,1
887,187,2,146,0
37,754,5,103,0
867,184,5,363,1
373,1477,0,403,1
875,1280,3,153,0
968,1096,0,123,0
480,643,4,118,0
285,466,3,163,0
996,1086,3,53,0
705,798,4,359,1
586,198,3,297,0
645,75,8,382,1
644,69,9,78,1
910,1097,8,81,1
936,1066,0,260,0
156,609,1,18,0
615,172,9,381,1
602,109,5,364,1
826,1349,5,149,0
586,1252,8,228,1
937,1307,10,2,1
818,1388,10,478,1
881,991,5,449,1
925,1346,7,331,1
779,587,7,141,1
381,1027,6,376,1
21,237,10,496,1
65,984,10,339,1
510,107,6,413,1
221,280,9,440,1
472,744,7,234,1
704,1216,7,9,1
472,63,5,237,0
915,1145,8,464,1
827,639,7,216,1
511,686,7,453,1
94,1328,1,333,1
972,921,0,275,0
940,841,10,168,1
405,192,6,292,1
171,814,7,369,1
544,1337,2,92,0
654,1498,2,76,0
252,188,0,80,0
971,731,7,37,1
591,683,1,321,1
370,447,10,479,1
98,241,8,129,1
223,756,3,126,0
85,332,1,480,1
556,1320,8,106,1
388,501,6,93,1
54,1042,10,92,1
618,700,10,114,1
930,1284,9,18,1
552,96,2,430,1
852,1027,7,457,1
571,847,9,228,1
308,285,8,356,1
57,1496,2,491,1
918,763,7,337,1
953,1065,0,395,1
470,995,7,433,1
747,1102,10,13,1
925,1243,6,49,1
750,1259,7,167,1
207,634,1,220,0
94,1172,5,258,0
609,26,2,339,1
98,730,2,495,1
704,1166,8,172,1
681,1139,10,348,1
767,580,1,345,1
946,1461,6,69,1
916,805,6,315,1
942,906,7,196,1
456,789,6,59,1
640,1222,6,191,1
37,1227,9,482,1
493,171,2,291,0
691,980,5,376,1
37,219,2,385,1
242,54,4,201,0
30,594,8,418,1
299,1210,3,21,0
621,1488,2,408,1
948,755,6,42,1
38,1373,1,343,1
900,1161,0,497,1
347,407,3,45,0
280,303,4,401,1
985,1342,1,187,0
361,1485,3,277,0
639,1111,2,24,0
236,1332,10,48,1
188,948,4,28,0
843,621,10,408,1
134,1261,4,170,0
626,285,10,58,1
530,830,6,325,1
673,118,2,252,0
562,1395,5,470,1
306,924,3,193,0
433,1386,1,459,1
191,511,9,213,1
422,275,0,203,0
299,941,10,53,1
887,240,7,5,1
963,1216,0,288,0
730,778,0,475,1
85,199,0,477,1
987,824,3,89,0
945,373,4,486,1
455,525,5,366,1
84,1384,0,464,1
931,1079,7,347,1
931,313,2,365,1
205,305,1,492,1
760,692,8,455,1
849,461,2,50,0
522,76,10,325,1
265,897,3,28,0
86,513,4,135,0
222,1425,6,431,1
34,1186,0,466,1
320,450,9,90,1
440,204,8,22,1
596,1177,9,33,1
158,1490,1,291,0
242,587,10,36,1
435,1069,2,399,1
689,738,10,341,1
277,27,10,411,1
768,531,7,319,1
334,1165,6,282,1
353,159,5,71,0
567,1083,0,90,0
26,1107,6,35,1
948,678,4,179,0
876,1351,7,387,1
982,1007,0,117,0
298,46,5,49,0
716,1146,10,98,1
270,1331,1,310,1
826,867,0,213,0
851,921,3,60,0
409,825,7,379,1
116,83,3,422,1
912,65,5,97,0
483,604,5,382,1
695,702,8,484,1
41,839,8,134,1
751,531,1,387,1
451,1381,4,302,1
320,1095,2,84,0
120,1500,0,446,1
71,644,10,420,1
994,1419,0,87,0
752,79,1,104,0
603,933,5,269,0
914,1408,9,444,1
881,1000,8,133,1
502,422,7,106,1
232,692,7,371,1
237,363,6,117,1
288,230,2,148,0
633,394,0,179,0
246,693,3,123,0
251,783,7,434,1
442,22,5,393,1
55,667,9,462,1
928,1444,1,127,0
726,1329,2,246,0
10,120,0,403,1
478,1107,0,480,1
589,1198,3,238,0
954,879,4,65,0
723,1319,2,435,1
203,506,0,66,0
890,1216,3,246,0
128,967,1,276,0
840,1063,3,74,0
898,1182,2,248,0
74,297,0,424,1
10,25,1,56,0
824,1386,8,236,1
352,489,10,277,1
154,1352,10,43,1
232,711,6,355,1
263,632,7,368,1
575,117,7,189,1
53,372,10,482,1
891,1024,3,414,1
867,561,6,134,1
206,594,4,216,0
641,990,8,389,1
258,416,6,305,1
566,293,2,77,0
340,544,8,157,1
912,756,0,164,0
811,1256,0,86,0
40,673,3,423,1
347,398,5,367,1
497,580,10,226,1
631,599,10,326,1
115,294,1,132,0
280,375,2,409,1
759,1409,9,214,1
469,832,10,49,1
490,818,3,431,1
961,1395,3,117,0
538,1350,6,224,1
235,1117,4,199,0
375,539,1,24,0
262,992,9,175,1
981,1136,6,446,1
824,1215,2,442,1
432,788,1,112,0
964,968,0,333,1
997,532,8,14,1
629,1113,4,146,0
340,506,10,167,1
927,1419,0,80,0
741,937,6,381,1
790,1183,10,59,1
91,225,5,205,0
275,688,0,298,0
648,1217,0,169,0
133,568,0,364,1
631,1044,10,132,1
919,931,6,447,1
753,789,0,133,0
411,779,6,283,1
169,1441,4,243,0
259,1462,9,300,1
24,106,4,84,0
30,905,0,230,0
404,1104,6,175,1
480,838,1,473,1
51,1062,10,243,1
85,632,3,473,1
336,1408,3,264,0
619,1322,2,113,0
755,279,5,448,1
928,892,6,421,1
401,518,3,316,1
671,432,6,252,1
360,281,8,48,1
947,403,0,345,1
189,43,9,206,1
177,1193,2,89,0
616,204,10,120,1
104,224,7,98,1
914,1347,6,310,1
648,684,8,81,1
855,480,1,354,1
972,1077,6,396,1
353,1309,8,150,1
344,1487,0,473,1
224,610,4,456,1
539,1291,8,223,1
171,1102,7,102,1
952,1344,2,317,1
593,891,10,13,1
645,1336,7,76,1
601,1464,3,132,0
488,767,4,401,1
603,960,5,392,1
641,463,4,449,1
630,877,4,26,0
889,839,2,416,1
411,183,7,355,1
392,581,7,428,1
582,215,5,391,1
996,346,6,31,1
711,83,0,107,0
429,569,0,207,0
447,585,9,319,1
714,437,6,114,1
664,1194,4,88,0
821,926,0,4,0
44,135,8,245,1
752,324,9,266,1
788,1131,6,252,1
168,1343,4,383,1
68,137,9,166,1
519,1304,8,65,1
414,811,3,299,0
813,1015,1,319,1
456,1045,8,429,1
522,416,4,93,0
110,695,7,318,1
997,412,9,429,1
245,481,1,286,0
321,370,8,171,1
260,1295,2,151,0
93,1113,7,37,1
202,1252,7,400,1
415,564,1,387,1
2,1387,0,169,0
272,249,9,58,1
803,746,3,129,0
851,366,7,453,1
958,138,8,397,1
929,84,7,38,1
255,665,0,243,0
342,165,6,271,1
184,44,3,237,0
768,1244,10,411,1
613,760,10,115,1
225,845,3,282,0
276,393,6,350,1
461,602,2,166,0
438,247,9,315,1
798,565,3,394,1
640,1009,2,154,0
54,24,8,183,1
928,480,2,224,0
322,623,9,106,1
457,68,7,148,1
310,1346,7,389,1
517,410,8,374,1
599,499,2,225,0
220,107,1,486,1
505,178,9,87,1
963,1391,3,308,1
191,497,3,201,0
425,465,10,1,1
684,851,7,332,1
728,134,0,147,0
373,74,2,349,1
431,897,5,73,0
75,1022,3,499,1
539,135,0,370,1
71,1273,3,408,1
621,1073,5,101,0
255,1120,9,87,1
97,872,8,363,1
610,758,3,139,0
724,416,0,418,1
302,1276,3,151,0
139,871,6,303,1
820,691,7,453,1
340,334,8,320,1
718,1400,5,240,0
899,975,8,207,1
989,158,7,34,1
813,666,6,254,1
218,279,7,239,1
73,1222,1,86,0
49,81,3,453,1
329,1005,2,174,0
416,965,9,468,1
233,1067,9,375,1
467,913,5,81,0
16,35,3,293,0
829,859,10,418,1
231,1065,8,274,1
183,1235,6,116,1
829,942,1,135,0
201,284,6,171,1
469,231,7,79,1
52,1055,10,254,1
635,1055,4,254,0
34,929,10,287,1
362,986,4,467,1
289,1011,5,463,1
41,889,2,158,0
234,1087,5,403,1
537,909,3,392,1
42,660,10,59,1
936,1205,9,301,1
750,963,6,258,1
853,1477,8,8,1
865,980,1,495,1
324,900,1,146,0
854,1034,6,175,1
751,99,9,327,1
852,684,9,54,1
547,1493,5,335,1
835,1061,7,165,1
850,394,1,427,1
631,1298,0,424,1
871,1484,7,4,1
919,904,2,67,0
835,859,9,112,1
290,28,8,301,1
824,681,10,155,1
952,1488,9,108,1
673,1317,2,167,0
641,34,5,369,1
827,1329,10,229,1
726,84,5,116,0
426,836,0,71,0
36,549,7,39,1
82,1211,10,398,1
695,455,6,44,1
789,331,6,310,1
136,567,7,176,1
392,1223,10,113,1
632,1275,5,274,0
698,1216,1,322,1
804,561,7,480,1
429,1437,7,387,1
678,34,10,148,1
506,1163,2,20,0
174,409,1,54,0
586,685,8,167,1
842,774,9,412,1
778,278,6,441,1
729,908,2,407,1
915,141,6,192,1
299,882,10,271,1
530,149,5,149,0
487,1199,10,220,1
397,1332,5,293,0
421,162,6,231,1
843,115,1,170,0
971,497,6,33,1
153,237,7,270,1
326,1343,2,326,1
791,133,5,15,0
867,886,0,218,0
34,89,7,13,1
920,468,0,356,1
446,131,0,262,0
22,1007,6,262,1
47,1293,1,448,1
569,805,10,213,1
812,1385,6,230,1
388,999,2,439,1
797,158,8,172,1
511,1374,6,436,1
125,678,0,249,0
416,1460,0,431,1
926,363,7,218,1
235,414,8,316,1
507,928,3,406,1
920,51,9,88,1
411,841,6,184,1
378,263,10,467,1
962,883,9,313,1
477,1484,3,464,1
591,1212,3,287,0
291,928,4,241,0
588,999,6,236,1
492,854,3,395,1
109,378,2,209,0
300,307,9,313,1
762,754,3,481,1
287,208,5,432,1
337,1324,7,453,1
707,1481,2,268,0
512,878,1,117,0
604,699,1,450,1
668,1297,9,235,1
37,311,4,369,1
852,1108,0,191,0
522,1031,1,385,1
28,678,4,83,0
291,113,2,411,1
742,362,5,303,1
909,54,7,345,1
745,586,6,210,1
944,884,1,143,0
688,1006,5,309,1
92,385,0,186,0
173,609,3,397,1
169,762,3,259,0
277,338,10,196,1
414,166,10,186,1
181,1182,0,428,1
255,810,9,404,1
